Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk10.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk11.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk12.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk1.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk2.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk3.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk4.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk5.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk6.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk7.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk8.raw.dia	/gpfs/group/home/titusj/1303_larry/20240709_Ast_Neo_Aurora_25um-75umID_FAIMS_CV-50_20mz_DIA_400-1000_50maxIT_800agc_25nce_36m_pilot-2_neuron_bcmk9.raw.dia
Q69Z98	Q5RJI5;Q69Z98;D3Z5P0;G3FEZ6;G3UWV4;G3UXM5;G3UYN4;G3UZ19;G3UXY1;G3UZN4	BRSK2_MOUSE	Brsk2	Serine/threonine-protein kinase BRSK2	1324.09	2049.82	1416.46	823.316	1047.97	1001.57	799.191	514.79	1457.05	426.146	1100.73	1110.26
Q69Z99	Q69Z99;A0A0J9YTU9;A0A0J9YTW0;A0A0J9YV10	ZN512_MOUSE	Znf512	Zinc finger protein 512	1078.01			284.949	386.038	638.099	467.51	567.328				
Q69ZK0	Q69ZK0;B2RXQ5;B9EKR4;I7HPV9	PREX1_MOUSE	Prex1	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein				238.15	202.35	225.456						
Q69ZK9	Q69ZK9	NLGN2_MOUSE	Nlgn2	Neuroligin-2	1271.97	837.392		818.273	1135.82	677.977	1051.01	833.602	511.221	1407.16	1398.38	1492.3
Q69ZR2	Q69ZR2;F8WIE5;Q3UQY6	HECD1_MOUSE	Hectd1	E3 ubiquitin-protein ligase HECTD1				290.356		507.041	226.568			746.296		573.3
Q69ZU6	Q69ZU6;E9PWD2;E9QNR5	THS7A_MOUSE	Thsd7a	Thrombospondin type-1 domain-containing protein 7A	1938.03	3520.8		257.933	339.385				1585.61		809.802	776.581
Q69ZZ6;Q80W04	Q69ZZ6;Q80W04;A0A0N4SWB9;F8WJ98;Q3T9T1;Q3TYQ4;Q3TZY4;A0A5F8MQA9;Q8K2V2	TMCC1_MOUSE;TMCC2_MOUSE	Tmcc1;Tmcc2	Transmembrane and coiled-coil domains protein 1	409.21	559.409				422.691	301.003			383.851		
Q6A028	Q6A028	SWP70_MOUSE	Swap70	Switch-associated protein 70				515.152	527.759	917.533				629.072		
Q6A065	Q6A065;A0A0A6YXK7;H7BX26	CE170_MOUSE	Cep170	Centrosomal protein of 170 kDa	574.287		638.076	460.78	384.69	899.748	863.736	833.265	663.966	666.618	632.283	537.305
Q6A068	Q6A068;A0A1W2P6Q8;A0A1W2P7H4;A0A1W2P7S8;A0A1W2P7Z8;A0A1W2P855;Q3UCF2;Q05DT4	CDC5L_MOUSE	Cdc5l	Cell division cycle 5-like protein	552.549			232.621				104.14	347.542			
Q6A0A9	Q6A0A9;Q3V3S0;Q7TMZ0	F120A_MOUSE	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	983.327	569.334	1610	777.463	1192.6	795.304	1186.92	2080.93	1223.09	1038.46	991.777	1033.98
Q6A4J8	Q6A4J8;E9PXY8;F8VPX1;E0CY04	UBP7_MOUSE	Usp7	Ubiquitin carboxyl-terminal hydrolase 7	902.218	948.559		534.153	459.559	531.009	724.605	815.768	1282.16	854.865	957.032	739.095
Q6DFV3	Q6DFV3;A0A0A0MQE8;B2RWX1;B7ZCJ0;B7ZCJ1;G3UWM5	RHG21_MOUSE	Arhgap21	Rho GTPase-activating protein 21				220.997		225.66						
Q6DFW4	Q6DFW4;A0A0A0MQ76;A0A087WP00;A0A087WQ46	NOP58_MOUSE	Nop58	Nucleolar protein 58	707.258	802.057		52.1769				200.668	324.147		111.846	
Q6DIC0	Q3TKT4;Q6DIC0;A0A0R4J170;H3BLH0;F2Z4A9;H3BJK2;Q3UI73;Q7TND4;A0A140LHE2;A0A140LHF4;A0A140LHP6;A0A140LHZ8;A0A140LI14;A0A140LID0;A0A140LIM0;A0A140LIQ9;A0A140LIV3;A0A140LJK1;H3BJI1;H3BJM2;H3BK47;H3BKJ3;H3BLI4;Q8R0K1;Q8R1W7;Q8R569;Q9D007	SMCA2_MOUSE	Smarca2	Probable global transcription activator SNF2L2	1283.71	1487.43		338.35	325.346	414.857	520.156	1314.13	2386.35	605.18	674.861	696.375
Q6GQT9	Q6GQT9	NOMO1_MOUSE	Nomo1	BOS complex subunit NOMO1	1004.95			864.249	529.434	608.601	843.37	1094.79	959.032	810.223	323.767	479.309
Q6GQW0	Q6GQW0;B2RUH2;H7BWX5	ABTB3_MOUSE	Abtb3	Ankyrin repeat and BTB/POZ domain-containing protein 3						417.751	378.637		271.124	303.158		
Q6GTX3	Q6GTX3	Q6GTX3_MOUSE	Apoe	Apolipoprotein E				336.241	714.68	251.169				436.528		352.112
Q6I6G8	Q8K4P8;Q6I6G8;A0A1Y7VJ05	HECW2_MOUSE	Hecw2	E3 ubiquitin-protein ligase HECW2	419.549			413.269	262.84	448.172	780.477	597.377		683.801		564.401
Q6IFX2	P19001;Q61781;Q9QWL7;Q61414;Q6IFX2;B1AQ78;B1AQ77	K1C42_MOUSE	Krt42	Keratin, type I cytoskeletal 42	3868.88	5329.51	18309.3	1849.52	3011.89	3445.94	4840.67	3634.25	6628.06	4448.15	6502.72	3748.67
Q6IQY0;Q6PG98	Q6IQY0;Q6PG98	Q6IQY0_MOUSE;Q6PG98_MOUSE	Fdxr	NADPH:adrenodoxin oxidoreductase, mitochondrial	519.178	3249.5		984.512	2202.16	1418.23	1681.86	1349.8	1340.61	1306.7	2212.73	1194.2
Q6IR34	Q6IR34;A2AIV3;F6SX81;Q8R0E6	GPSM1_MOUSE	Gpsm1	G-protein-signaling modulator 1	1818.22			656.08	1108.7	1154.17	989.923	1621.38	1734.31	1277.89		2839.82
Q6IRU2	Q6IRU2	TPM4_MOUSE	Tpm4	Tropomyosin alpha-4 chain				596.871	463.958	451.368	604.577	686.441	392.234	504.643		273.736
Q6IRU5	Q6IRU5;A2VCP8;Q3TJ95;Q3TWZ9	CLCB_MOUSE	Cltb	Clathrin light chain B	1576.57	836.262	1230.14	2735.25	2908.95	2745.11	2470.93	2619.92	2192.03	2256.47	2351.64	1518.92
Q6IRU7	Q6IRU7;Q8K0Y4	CEP78_MOUSE	Cep78	Centrosomal protein of 78 kDa			1845.69	2276.74								2806.63
Q6KAR6	Q6KAR6;Q8BIT7;Q8K0E2	EXOC3_MOUSE	Exoc3	Exocyst complex component 3				956.236	735.263	683.247	428.417			928.823	1244.85	540.519
Q6NS60	Q6NS60;Q3UGY7	FBX41_MOUSE	Fbxo41	F-box only protein 41	935.192	932.187		336.529	312.676	552.435	582.592		884.128	468.999	885.764	587.478
Q6NTA4;Q80X95	Q6NTA4;Q80X95;G3UYP1	RRAGA_MOUSE;RRAGB_MOUSE	Rraga;Rragb	Ras-related GTP-binding protein B	549.262			786.032	333.248	562.064	715.104			337.853		437.021
Q6NV83	Q6NV83;A0A087WRG2	SR140_MOUSE	U2surp	U2 snRNP-associated SURP motif-containing protein	741.508	576.05		876.623	431.624	686.795	611.161	756.228	881.113	423.653	333.756	903.82
Q6NVE8	Q6NVE8	WDR44_MOUSE	Wdr44	WD repeat-containing protein 44	803.181			463.465	360.519	337.329	463.434		639.705	676.238		259.047
Q6NVF9	Q6NVF9;H3BJW3;H3BJ30;H3BKW0	CPSF6_MOUSE	Cpsf6	Cleavage and polyadenylation specificity factor subunit 6	3997.5	3836.73		986.186	538.546	1188.3	1762.77	2215.12	4068.33	2144.52	1774.92	3032.68
Q6NVG1	Q6NVG1	LPCT4_MOUSE	Lpcat4	Lysophospholipid acyltransferase LPCAT4				157.699	104.657	190.59				98.1253		
Q6NXH9	Q6NXH9	K2C73_MOUSE	Krt73	Keratin, type II cytoskeletal 73	4769.52	4054.98	45671.9	2922.49	5247.84	6959.98	2701.11	1792.88	8529.44	1076.44	3895.08	1622.76
Q6NXK2	Q6NXK2;S4R2I9;S4R1H5	ZN532_MOUSE	Znf532	Zinc finger protein 532				466.712								
Q6NXK7	Q6NXK7;E9QN98	DPP10_MOUSE	Dpp10	Inactive dipeptidyl peptidase 10				503.689	367.459	577.082		165.612				
Q6NZB0	Q6NZB0;A2ALF0;A2ALF2;A2ALF3;F7CXJ2	DNJC8_MOUSE	Dnajc8	DnaJ homolog subfamily C member 8	1296.05	710.387		450.312	608.448	463.425	584.764	314.33	1267.03	635.083	1114.54	770.612
Q6NZJ6	Q6NZJ6;A0A0J9YUS5;E9PVC5;E9PVC6;E9Q9E1;Q6PD42;Q8K0J8;Q8R2V4	IF4G1_MOUSE	Eif4g1	Eukaryotic translation initiation factor 4 gamma 1	1679.15	1716.76		1287.02	1395.64	1161.14	1368.44	1656.41	1543.88	1115.96	1890.33	1831.78
Q6NZL0	Q6NZL0	MTCL3_MOUSE	Mtcl3	Microtubule cross-linking factor 3	1869.05	1825.85	1182.57	1166.98	919.052	1026.92	788.781	1130.31	1772.42	1093.2	1126.96	1561.29
Q6NZR5	Q6NZR5;Q8CDP6;O70349;Q8R3X0	SKI2_MOUSE	Skic2	Superkiller complex protein 2	487.283	1104		347.378	165.938	454.603				173.054		
Q6P069	Q6P069	SORCN_MOUSE	Sri	Sorcin	1166	1146.16	2815.42	3328.35	2480.7	3027.83	3551.63	2299.73	1777.41	2860.32	2312.91	2191.24
Q6P1B1	Q6P1B1;Q3UE92;A0A494BBG8;Q3TL27;Q3UKF5;Q8BKH1;Q8BV43;Q8VDK8;S4R1I3	XPP1_MOUSE	Xpnpep1	Xaa-Pro aminopeptidase 1				430.122	36.6226	175.916	446.544	426.883		393.704	680.285	575.819
Q6P1D5	Q6P1D5;A0A0G2JG23;A0A0R4J0Y4;A0A1D5RMI4;A0A1D5RMJ7;A0A0G2JFG4;Q80TP0	SE6L1_MOUSE	Sez6l	Seizure 6-like protein				449.792	593.85	620.791	733.887			508.174		679.128
Q6P1F6	Q6P1F6;Q571J7;Q3TPC5;Q3TT94;Q7TPQ7;Q9CWU3	2ABA_MOUSE	Ppp2r2a	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	3133.42	2396.86	2690.42	2765.2	3227.51	3297.22	2579.07	3810.45	4283.5	3018.95	3106.61	3416.03
Q6P4S6	Q6P4S6;F6S7W6;F6U8X4;F6U6U5	SIK3_MOUSE	Sik3	Serine/threonine-protein kinase SIK3				759.479		451.466				324.896		
Q6P4T2	Q6P4T2;Q8BYH6	U520_MOUSE	Snrnp200	U5 small nuclear ribonucleoprotein 200 kDa helicase	2741.45	1527.92		1269.99	383.213	650.849	641.85	1679.77	1686.53	1260.23	2498.65	1997.76
Q6P5D8	Q6P5D8	SMHD1_MOUSE	Smchd1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1				1110.07	706.88	1097.8		1271.06		694.228		
Q6P5F9	Q6P5F9	XPO1_MOUSE	Xpo1	Exportin-1	283.232	1927.45		738.154	637.414	826.016	353.312	677.788	460.716	693.045		410.609
Q6P8I4	Q6P8I4;D3YWA4;F8WI88;Q3KQH9;Q3TM89;Q3UCC5	PCNP_MOUSE	Pcnp	PEST proteolytic signal-containing nuclear protein	1743.53			640.272	672.948	1115.68	1371.8	1109.3	2533.06	1028.15	2522.03	1215.13
Q6P8K8	Q6P8K8	CBPA4_MOUSE	Cpa4	Carboxypeptidase A4	3297.88	1464	33451.2	498.126	5558.38	442.822	1127.23	696.133	6256.08	2005.17	3975.77	1030.31
Q6P8X1	Q6P8X1;A0A1W2P701	SNX6_MOUSE	Snx6	Sorting nexin-6	531.453	727.99		561.988	399.345	393.259	553.475	507.602		373.153	367.589	591.407
Q6P9K8	Q6P9K8;B7ZNJ3	CSKI1_MOUSE	Caskin1	Caskin-1	900.433	1887.31		1044.32	1230.78	1124.92	1293.22	1396.63	1132.21	944.969	1494.43	1150.02
Q6P9K9	Q6P9K9;Q6ZQ56;A0A087WPQ9;E9Q2X2	NRX3A_MOUSE	Nrxn3	Neurexin-3	2810.27	1909.35	833.877	1317.48	1406.24	1976.29	1429.72	2356.51	1903.28	1904.87	2243.59	3025.4
Q6P9L6	Q6P9L6;A0A1L1SU97	KIF15_MOUSE	Kif15	Kinesin-like protein KIF15	1858.94	856.458		1746.25	1495.01	1747.52	950.083	354.354	1012.05	1549.47	1673.74	1237
Q6P9R2	Q6P9R2;F7AVI9;Q6ZPX7	OXSR1_MOUSE	Oxsr1	Serine/threonine-protein kinase OSR1	1780.58	1611.36		815.831	1501	378.346	1378.68				530.445	1320.35
Q6PA06	Q6PA06;Q8BYP9;E9QND8	ATLA2_MOUSE	Atl2	Atlastin-2				414.429	184.954	351.452	515.639	627.962	422.752	492.327		758.079
Q6PAK3	Q6PAK3;Q9JIF0;Q3TPF5;Q3UIG8;Q80WB1;Q8C2D7;A0A140LHS4;A0A140LJ70;A0A171KXD3;Q80WV6;A0A140LI33;A0A140LJF4	ANM8_MOUSE	Prmt8	Protein arginine N-methyltransferase 8	428.769	205.439		234.476	375.081	489.814	511.345			564.141	983.251	449.837
Q6PAR5	Q6PAR5;F6X819;F7ADS7	GAPD1_MOUSE	Gapvd1	GTPase-activating protein and VPS9 domain-containing protein 1	779.404	702.21		939.191	719.344	596.577	779.383	940.011	1136.46	1011.7	1172	934.397
Q6PB44	Q6PB44	PTN23_MOUSE	Ptpn23	Tyrosine-protein phosphatase non-receptor type 23	691.796	716.58		784.843	882.205	958.545	938.498	1360.27	860.385	1230.76	572.223	712.841
Q6PB66	Q6PB66	LPPRC_MOUSE	Lrpprc	Leucine-rich PPR motif-containing protein, mitochondrial				900.755	850.702	766.667		522.738				
Q6PB90;Q91XZ4	Q91XZ4;Q14BM8;Q6PB90;Q8CB45;Q8CBD2;Q91Y03;Q3TUJ6;Q3UH89;Q3UYA2;Q4KMS2;Q52KQ3;Q6NXY6;Q7TQF1;Q8C8Z3;Q8CBE8;Q8CC02;Q8CCK1;Q8CE07;Q8CEA8;Q8K486;Q91V48;Q91VD8;Q91XX2;Q91XX3;Q91XX4;Q91XX7;Q91XX8;Q91XZ5;Q91XZ6;Q91XZ8;Q91Y01;Q91Y04;Q91Y06;Q925L0;Q925L2;Q925L4;Q925M2;B2RUH4;B2RUH7;B2RWV0;E9Q5G2;Q6NZD8;Q6NZD9;Q80TB2;Q8BQT7;Q8BRL8;Q8CCS3;Q8CDY9;Q8K1H2;Q91XZ1;Q91XZ3;Q91Y00;Q925C9;Q925L6;Q925M0;Q925M5;Q925M6;Q925M7	PCDB6_MOUSE;PCDBE_MOUSE	Pcdhb14;Pcdhb6	Protocadherin beta-14	164.45											
Q6PB93	Q6PB93;Q3UA32;Q3UM52	GALT2_MOUSE	Galnt2	Polypeptide N-acetylgalactosaminyltransferase 2				297.772		301.738	410.693	514.146		392.712		493.786
Q6PCP5	Q6PCP5;E0CYB9;A0A1S6GWF9;A0A1S6GWG0;E0CYI3	MFF_MOUSE	Mff	Mitochondrial fission factor				321.758						640.894		
Q6PD24	Q6PD24;Q9CW76	AN13D_MOUSE	Ankrd13d	Ankyrin repeat domain-containing protein 13D				267.423		464.146				229.984		
Q6PDG5	Q6PDG5;A0A1W2P6N7;Q3UID0	SMRC2_MOUSE	Smarcc2	SWI/SNF complex subunit SMARCC2	1643.59	1327.36		647.845	473.55	972.477	1061.58	1438.64	1965.14	988.4	1432.47	897.496
Q6PDI5	Q6PDI5;A2ALV7	ECM29_MOUSE	Ecpas	Proteasome adapter and scaffold protein ECM29				141.211	127.686							
Q6PDL0	Q6PDL0;A0A1D5RM94	DC1L2_MOUSE	Dync1li2	Cytoplasmic dynein 1 light intermediate chain 2				386.817	495.326	380.592				264.243		
Q6PDM2	Q6PDM2;H7BX95	SRSF1_MOUSE	Srsf1	Serine/arginine-rich splicing factor 1	13479.2	8283.02		1416.19	1347.48	2283.4	3656.78	6842.51	6424.56	2303.58	4959.43	4522.92
Q6PDY2	Q6PDY2;A0AA74KTB8	AEDO_MOUSE	Ado	2-aminoethanethiol dioxygenase				371.561	521.667	761.294	300.221	664.232	432.886	758.031	580.911	561.081
Q6PE13	Q6PE13;A0A0N4SVB5;Q8BG44	PRRT3_MOUSE	Prrt3	Proline-rich transmembrane protein 3	730.148	798.055	1492.04	1514.03	1403.17	1862.57	2823.61	1333.78	1462.04	1237.6	1644.43	1297.05
Q6PER3	Q6PER3;Q2UZW7	MARE3_MOUSE	Mapre3	Microtubule-associated protein RP/EB family member 3	5130.61	5442.95	3273.87	2041.49	2021.72	3045.9	2146.64	2864.48	4554.95	2501.8	3574.32	3838.78
Q6PF93	Q6PF93;D3YZ98;E9QLS6	PK3C3_MOUSE	Pik3c3	Phosphatidylinositol 3-kinase catalytic subunit type 3	1267.99			392.303	595.283							
Q6PFD5	Q6PFD5;B1AS06;Q3TY61	DLGP3_MOUSE	Dlgap3	Disks large-associated protein 3				539.425		313.583	378.735					
Q6PFD9	Q6PFD9;A0A1B0GSX7;A0A140T8J8;A0A1B0GRA7;A0A1B0GRB5;B2RQL0;B7ZN81;Q3TPG3;Q3UJE5	NUP98_MOUSE	Nup98	Nuclear pore complex protein Nup98-Nup96	1525.86			1069.12	1318.99		657.861	1212.58		970.989	833.309	721.217
Q6PGB8;Q91ZW3	Q6PGB8;Q91ZW3;Q05DE7;F6Z6F4	SMCA1_MOUSE;SMCA5_MOUSE	Smarca1;Smarca5	Probable global transcription activator SNF2L1	925.112	436.843		179.448		1026.06	664.977	912.526	822.689	424.7	237.664	438.849
Q6PGF7	Q6PGF7	EXOC8_MOUSE	Exoc8	Exocyst complex component 8	1413.58	1843.36		1282.8	1462.14	1395.96	660.597	991.034	2076.45	1570.22	1667.49	939.555
Q6PGN3	Q6PGN3;A0A0A6YWI6;A0A0A6YX33;A0A0A6YX71	DCLK2_MOUSE	Dclk2	Serine/threonine-protein kinase DCLK2	943.682	1721.11		267.675		352.417	658.736	853.299	1443.39	1241.61	1511.94	1381.63
Q6PH08	Q6PH08;Q3UHT7;Q5J8K5;Q5J8K6;Q5J8K7;Q5J8K8	ERC2_MOUSE	Erc2	ERC protein 2	872.106	686.109		1043.37	847.93	1017.15	1442.67	801.197	862.942	879.214	864.736	1105.36
Q6PHN9	Q6PHN9;Q3U0T9	RAB35_MOUSE	Rab35	Ras-related protein Rab-35	814.367	602.279	751.854	1121.09	1022.97	1273.25	848.615	721.882	1064.86	761.702	771.638	808.292
Q6PHS9	Q6PHS9;A0A411ACW5;A0A411ACX9;A0A411ACZ2;E9Q683;Q920H7	CA2D2_MOUSE	Cacna2d2	Voltage-dependent calcium channel subunit alpha-2/delta-2				381.012	801.559	849.589	691.655				429.842	
Q6PHU5	Q6PHU5	SORT_MOUSE	Sort1	Sortilin	475.138			1057.1	1106.43	651.328	838.668	1377.53	1363.79	946.954	1062.09	260.639
Q6PHZ2	A0A0G2JGS4;Q6PHZ2;E9Q1T1;E9Q1W0;Q8C8X9	KCC2D_MOUSE	Camk2d	Calcium/calmodulin-dependent protein kinase type II subunit delta	133.662			194.627								
Q6PIC6	Q6PIC6;Q8VCE0;A0A0G2JGX4;Q8R0E8	AT1A3_MOUSE	Atp1a3	Sodium/potassium-transporting ATPase subunit alpha-3	23629.5	16793	33588	44410	52000.1	51124.3	41132.5	33924.1	30521.2	32553.1	23521.7	18922.8
Q6PIE5	Q3UHK5;Q6PIE5;D3YYN7;Q6ZQ49	AT1A2_MOUSE	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha-2	4780.67	2559	7740.94	9996.96	14002.4	9567.72	9677.66	6633.28	6281.44	7887.94	7199.25	4161.24
Q6PJ91	P19639;Q6PJ91	Q6PJ91_MOUSE	Gstm7	Glutathione S-transferase	587.788			888.889	912.801	390.898	443.08	923.82	442.907	792.17	819.816	1341.41
Q6Q477	Q6Q477;F7AAP4;D1FNM8;D1FNM9;E9Q828;H2BL43	AT2B4_MOUSE	Atp2b4	Plasma membrane calcium-transporting ATPase 4	3633.8	1260	5426.4	7148.78	8023.01	11567.6	10518.6	7560.6	7177.2	9876.92	7535.93	5589.53
Q6R891	Q6R891;Q8C3W4	NEB2_MOUSE	Ppp1r9b	Neurabin-2	2181.41	2141.58	2699.6	1551.94	2083.68	1798.06	2747.37	2055.01	2820.66	2527.61	3013.44	2767.79
Q6RHR9	Q6RHR9;A0A0N4SUZ0;A0A0N4SWH0;A0A0R4J0S6;B9EKC0;E9PZ12;Q3TQ86;Q4H4B4;Q4H4B5;Q4VBG2;Q5DTM1;Q8CCP7	MAGI1_MOUSE	Magi1	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1	246.734		1460.69	268.014		384.866	368.82			361.185		578.455
Q6URW6	Q6URW6;A0A140LI60;K3W4R2;Q7TQH2	MYH14_MOUSE	Myh14	Myosin-14			1023.99	176.536		259.012	267.656			672.851		
Q6VNB8	Q6VNB8;G3UYW1;A0A1D5RLV7	WDFY3_MOUSE	Wdfy3	WD repeat and FYVE domain-containing protein 3				162.963		149.339	201.185					
Q6WKZ8	Q6WKZ8;Q3UPU3;Q3UHE0	UBR2_MOUSE	Ubr2	E3 ubiquitin-protein ligase UBR2			708.903	288.046	258.465	185.387	458.718	335.898	486.694	333.049		373.917
Q6WQJ1	Q6WQJ1;A4FU75	DGLA_MOUSE	Dagla	Diacylglycerol lipase-alpha				516.838	479.649	632.861	594.914		775.995	909.959		660.525
Q6WVG3	Q5DTY9;Q6WVG3;A0A0R4J2B2;Q8CBQ4	KCD12_MOUSE	Kctd12	BTB/POZ domain-containing protein KCTD12	1787.09	466.524	3027.98	3398.87	3475.17	3095.67	3648.06	2795.56	2959.94	3256.36	1920.09	1936.65
Q6Y685	Q6Y685;F8VQ95	TACC1_MOUSE	Tacc1	Transforming acidic coiled-coil-containing protein 1	401.165			248.983		290.753	356.809		327.913	616.113		158.301
Q6Y7W8	Q6Y7W8;E9Q2M5;G3UWR2;G3UYG6;G3UYR9;Q3TUA5;Q8C585	GGYF2_MOUSE	Gigyf2	GRB10-interacting GYF protein 2				114.077		293.154	150.313	386.254	425.736	272.351		
Q6ZPE2	Q6ZPE2	MTMR5_MOUSE	Sbf1	Myotubularin-related protein 5	822.401	739.102	3159.24	2292.08	1714.72	2256.96	2345.86	1786.73	2116.22	2051.74	1270.74	1366.41
Q6ZPJ3	Q6ZPJ3	UBE2O_MOUSE	Ube2o	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O	1280.55	1573.1	1183.66	1312.51	1368.79	1890.45	2269.74	2271.73	2247.16	2346.65	1823.66	2171.02
Q6ZPQ6	Q6ZPQ6;E9PYJ7	PITM2_MOUSE	Pitpnm2	Membrane-associated phosphatidylinositol transfer protein 2	866.224	803.681	1047.2	803.586	1172.59	1120.63	1017.78	1393.92		897.398	889.377	700.618
Q6ZPS0	Q6ZPS0	Q6ZPS0_MOUSE	Rrbp1	MKIAA1398 protein (Fragment)	1343.25	1140.58	1416.56	1003.64	959.099	892.144	1107.81	785.747	1066.72	1336.53	1056.29	1223.27
Q6ZQ08	Q6ZQ08;A0A1D5RMJ8;B2RXR3;B7ZWL1	CNOT1_MOUSE	Cnot1	CCR4-NOT transcription complex subunit 1		592.102		610.277	586.381	737.799	543.297	772.125		822.75	668.338	689.981
Q6ZQ18	Q6ZQ18;A0A1W2P7T9	EFR3B_MOUSE	Efr3b	Protein EFR3 homolog B				296.271	319.982		321.178					
Q6ZQ38	Q6ZQ38;Q3UMI9	CAND1_MOUSE	Cand1	Cullin-associated NEDD8-dissociated protein 1	3056.31	1586.67	5603.63	2584.08	3195.68	3072.37	3214.41	2896.82	3545.9	3784.76	3596.9	4391.81
Q6ZQ53	Q8R4X3;F6YJB6;Q6ZQ53;V9GXJ1	Q6ZQ53_MOUSE	Cpne1	MKIAA0765 protein (Fragment)				475.967		578.535	931.912	603.655	559.399	587.291		815.102
Q6ZQ58	Q6ZQ58;Q3UU34;Z4YJT3	LARP1_MOUSE	Larp1	La-related protein 1				621.73		190.8				207.667	309.781	
Q6ZQI3	Q6ZQI3	MLEC_MOUSE	Mlec	Malectin				370.231	339.024							
Q6ZQK5	Q6ZQK5;A0A338P6P6;D4AFX6;A0A2R8W6H4	ACAP2_MOUSE	Acap2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2				87.2598		201.086						
Q6ZWN5	Q6ZWN5	RS9_MOUSE	Rps9	Small ribosomal subunit protein uS4	3175.06	2076.14	4858.14	5251.83	2594.5	3317.86	2873.8	5134.04	3382.59	3557	2573.98	3912.44
Q6ZWR4;Q925E7	Q6ZWR4;Q925E7;A0A668KLA9;Q8BG02;F6RV17	2ABB_MOUSE;2ABD_MOUSE	Ppp2r2b;Ppp2r2d	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform	2294.1	1665.53		1516.59	1841.41	2652.72	2274.72	2394.09	2365.6	2051.15	1845.09	2439.21
Q6ZWV3	P86048;Q6ZWV3;A2AM97;I7HLV2;Q3THJ6	RL10_MOUSE	Rpl10	Large ribosomal subunit protein uL16	2039.93	1699.71		4615.77	1949.43	1496.01	1069.9	3208.23	2120.39	1391.37	1604.02	2809.47
Q6ZWV7	Q6ZWV7	RL35_MOUSE	Rpl35	Large ribosomal subunit protein uL29	595.367	1073.46		2065.29	831.196	940.166	909.479	2771.65	1540.75	944.76	1849.6	1472.75
Q6ZWX6	Q6ZWX6;Q9CV24	IF2A_MOUSE	Eif2s1	Eukaryotic translation initiation factor 2 subunit 1	7177.4	5725.83	4563.11	3636.62	3714.92	4827.87	4771.98	4583.44	6339.57	4923.64	5767.18	5223.54
